Statistic Label,Year,Hour of Day,UNIT,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2005,All hours,Number,360,,,,,,,,,,,,,,,,,,,,Statistic Label,Fatal Collisions,,,,,Statistic Label,Fatal Collisions
Killed Casualties,2016,All hours,Number,186,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,12 midnight,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,1,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,2,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,3,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,4,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,5,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,6,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,7,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,8,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,9,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,10,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,11,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,12,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,13,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,14,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,15,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,16,Number,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,17,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,18,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,19,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,20,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,21,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,22,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2016,23,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,All hours,Number,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,12 midnight,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,1,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,2,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,3,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,4,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,6,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,7,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,8,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,9,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,10,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,11,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,12,Number,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,13,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,14,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,15,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,16,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,17,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,18,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,19,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,20,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,21,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2017,23,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,All hours,Number,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,12 midnight,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,1,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,2,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,3,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,4,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,5,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,6,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,8,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,9,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,10,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,11,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,12,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,13,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,14,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,15,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,16,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,17,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,18,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,19,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,20,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,21,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,22,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2018,23,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,All hours,Number,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,12 midnight,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,1,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,2,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,3,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,6,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,7,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,8,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,9,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,10,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,11,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,12,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,13,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,14,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,15,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,16,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,17,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,18,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,19,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,20,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,21,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,22,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2019,23,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,All hours,Number,147,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,12 midnight,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,1,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,2,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,3,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,4,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,6,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,7,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,8,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,9,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,10,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,11,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,12,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,13,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,14,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,15,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,16,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,17,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,18,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,19,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,20,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,21,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,22,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2020,23,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,All hours,Number,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,12 midnight,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,1,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,2,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,3,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,6,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,7,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,8,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,9,Number,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,10,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,11,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,12,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,13,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,14,Number,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,15,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,16,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,17,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,18,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,19,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,20,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,21,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2021,23,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,All hours,Number,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,12 midnight,Number,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,1,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,2,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,3,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,4,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,5,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,6,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,8,Number,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,9,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,10,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,11,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,12,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,13,Number,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,14,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,15,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,16,Number,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,17,Number,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,18,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,19,Number,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,20,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,21,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,22,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2022,23,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,All hours,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,12 midnight,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,1,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,2,Number,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,3,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,4,Number,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,5,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,6,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,7,Number,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,8,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,9,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,10,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,11,Number,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,12,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,13,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,14,Number,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,15,Number,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,16,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,17,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,18,Number,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,19,Number,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,20,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,21,Number,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,22,Number,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killed Casualties,2023,23,Number,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,All hours,Number,9318,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,12 midnight,Number,578,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,1,Number,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,2,Number,186,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,3,Number,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,4,Number,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,5,Number,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,6,Number,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,7,Number,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,8,Number,475,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,9,Number,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,10,Number,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,11,Number,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,12,Number,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,13,Number,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,14,Number,513,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,15,Number,551,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,16,Number,644,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,17,Number,689,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,18,Number,616,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,19,Number,587,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,20,Number,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,21,Number,405,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,22,Number,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2005,23,Number,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,All hours,Number,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,12 midnight,Number,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,1,Number,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,2,Number,167,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,3,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,4,Number,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,5,Number,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,6,Number,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,7,Number,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,8,Number,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,9,Number,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,10,Number,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,11,Number,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,12,Number,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,13,Number,464,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,14,Number,492,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,15,Number,543,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,16,Number,538,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,17,Number,698,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,18,Number,567,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,19,Number,531,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,20,Number,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,21,Number,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,22,Number,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2006,23,Number,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,All hours,Number,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,12 midnight,Number,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,1,Number,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,2,Number,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,3,Number,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,4,Number,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,5,Number,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,6,Number,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,7,Number,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,8,Number,447,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,9,Number,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,10,Number,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,11,Number,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,12,Number,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,13,Number,450,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,14,Number,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,15,Number,574,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,16,Number,483,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,17,Number,634,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,18,Number,559,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,19,Number,464,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,20,Number,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,21,Number,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,22,Number,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2007,23,Number,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,All hours,Number,9758,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,12 midnight,Number,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,1,Number,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,2,Number,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,3,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,4,Number,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,5,Number,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,6,Number,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,7,Number,272,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,8,Number,472,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,9,Number,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,10,Number,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,11,Number,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,12,Number,473,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,13,Number,562,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,14,Number,536,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,15,Number,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,16,Number,724,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,17,Number,839,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,18,Number,628,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,19,Number,615,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,20,Number,513,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,21,Number,408,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,22,Number,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2008,23,Number,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,All hours,Number,9742,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,12 midnight,Number,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,1,Number,183,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,2,Number,196,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,3,Number,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
Injured Casualties,2009,4,Number,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
